regulated.gene,regulator.gene,regulator.effect
626,2,2.86726935
53,2,2.862149335
750,2,2.835264717
796,2,2.795508182
587,2,2.79245376
1092,2,2.792131969
506,2,2.692858505
580,2,2.677767289
789,2,2.640428937
361,2,2.633249192
756,2,2.633151876
1052,2,2.617787255
600,2,2.598711122
744,2,2.592917919
1053,2,2.592791849
323,2,2.580114943
324,2,2.579300519
1088,2,2.572818573
797,2,2.562466875
755,2,2.529014463
52,2,2.517716509
569,2,2.464824207
793,2,2.452147732
59,2,2.428795524
322,2,2.425333754
912,2,2.362990921
544,2,2.349933024
1122,2,2.330832421
887,2,2.328956069
656,2,2.312514671
35,2,2.305716937
810,2,2.30062613
889,2,2.290561177
348,2,2.267457049
1101,2,2.242530355
561,2,2.239914986
12,2,2.20227094
347,2,2.148229305
774,2,2.121551162
11,2,2.103844281
795,2,2.082932377
883,2,2.066155763
431,2,2.063562657
87,2,2.057426076
1100,2,2.028628632
798,2,2.008670851
300,2,2.00091714
148,2,2.000237602
86,2,1.971818811
394,2,1.959811691
1099,2,1.934880144
287,2,1.929379112
764,2,1.913252429
1048,2,1.912754787
914,2,1.897481739
325,2,1.786137412
808,2,1.776251478
593,2,1.77458193
425,2,1.764631349
505,2,1.762223394
845,2,1.757259016
315,2,1.718596497
799,2,1.714367856
763,2,1.704794303
1132,2,1.701831775
807,2,1.695372929
655,2,1.690453784
831,2,1.674396897
886,2,1.668498108
365,2,1.667227335
288,2,1.640590978
194,2,1.617059601
758,2,1.568938371
969,2,1.537064648
602,2,1.483580769
791,2,1.468556114
235,2,1.45189716
1098,2,1.431988452
578,2,1.42340507
433,2,1.389105104
63,2,1.384125769
1085,2,1.379764647
110,2,1.314907057
910,2,1.304013924
238,2,1.280322385
407,2,1.256452923
112,2,1.247134239
597,2,1.113360634
122,2,1.107668262
1139,2,1.068911454
1094,2,1.067015796
1047,2,1.044990917
748,232,4.996846601
443,232,4.98810552
442,232,4.95781379
1028,232,4.946334517
974,232,4.932984113
1116,232,4.925292693
527,232,4.907695443
30,232,4.824790527
928,232,4.788172864
588,232,4.745923132
960,232,4.741954527
813,232,4.732167711
164,232,4.723522737
919,232,4.72176404
556,232,4.710375168
80,232,4.622918748
22,232,4.591544808
679,232,4.509957137
38,232,4.505679255
388,232,4.44907962
920,232,4.414523221
893,232,4.411871439
308,232,4.387949323
996,232,4.386138145
865,232,4.381541898
854,232,4.368669169
862,232,4.362612094
523,232,4.358468942
617,232,4.355079282
866,232,4.330504604
770,232,4.324295489
677,232,4.320813583
872,232,4.304434812
995,232,4.301897968
901,232,4.299111473
582,232,4.296146873
864,232,4.283610593
743,232,4.281965252
290,232,4.267288317
37,232,4.234526967
516,232,4.234255801
393,232,4.22409591
192,232,4.211473461
624,232,4.203931067
109,232,4.195236963
909,232,4.157897966
966,232,4.151219309
873,232,4.138612613
66,232,4.124109377
389,232,4.121510981
533,232,4.086494741
371,232,4.078339205
918,232,4.076690891
500,232,4.061529416
147,232,4.058523244
294,232,4.052200193
514,232,4.028492746
434,232,4.023968656
392,232,4.019089168
112,232,3.995182608
366,232,3.976238533
868,232,3.97046682
494,232,3.950996922
584,232,3.911007587
530,232,3.877574747
26,232,3.856229933
107,232,3.821457386
528,232,3.798832932
64,232,3.775808005
361,232,3.774237592
675,232,3.768783294
522,232,3.760756116
537,232,3.75718083
622,232,3.734506171
994,232,3.721809215
580,232,3.697868135
741,232,3.657535724
318,232,3.654448618
42,232,3.650166566
953,232,3.640342609
858,232,3.638616187
678,232,3.623711595
1061,232,3.622528218
27,232,3.591297088
416,232,3.561622655
495,232,3.556413773
496,232,3.513118039
674,232,3.466636339
859,232,3.45869652
517,232,3.45811297
856,232,3.456191
536,232,3.455915337
571,232,3.451523984
814,232,3.445244624
163,232,3.429230692
28,232,3.426189498
867,232,3.423340164
1043,232,3.418178094
869,232,3.412613132
555,232,3.406653215
218,232,3.316819792
1027,232,3.305602396
550,232,3.297795417
809,232,3.236385256
1118,232,3.220171453
524,232,3.213554833
976,232,3.211355827
860,232,3.202412592
583,232,3.148262262
971,232,3.134659106
549,232,3.12266538
370,232,3.11047797
1025,232,3.06103615
900,232,3.050362403
387,232,3.03147192
1063,232,2.989859943
899,232,2.962725236
24,232,2.948400869
870,232,2.926093805
672,232,2.901420743
740,232,2.893814696
413,232,2.891341708
902,232,2.81543217
67,232,2.798314529
917,232,2.785821387
25,232,2.759701701
534,232,2.740178884
1041,232,2.737458876
317,232,2.735006072
623,232,2.713069748
320,232,2.701740393
1044,232,2.684894438
592,232,2.673021987
863,232,2.666439686
773,232,2.661788709
658,232,2.642011939
855,232,2.609947636
552,232,2.601158219
352,232,2.60036018
538,232,2.592177741
321,232,2.583180722
586,232,2.579827889
579,232,2.514071167
1042,232,2.511371587
412,232,2.491230948
106,232,2.487397445
768,232,2.468773091
298,232,2.463872946
861,232,2.459072193
65,232,2.45054843
921,232,2.395647496
551,232,2.370817751
105,232,2.362167766
190,232,2.358683285
404,232,2.355523948
857,232,2.338359319
977,232,2.31553842
421,232,2.28049497
108,232,2.264531515
874,232,2.220825861
62,232,2.185642515
959,232,2.175126302
973,232,2.170863724
161,232,2.155030583
531,232,2.142558555
958,232,2.096665632
1062,232,2.072550842
704,232,2.060915839
601,232,2.05026859
386,232,2.03569911
191,232,1.969476227
742,232,1.923278703
535,232,1.896897858
1129,232,1.881493203
111,232,1.857412432
591,232,1.848953691
581,232,1.83875831
587,232,1.831740115
162,232,1.814104128
363,232,1.739931841
590,232,1.725959467
585,232,1.661579812
390,232,1.629878168
369,232,1.622390093
754,232,1.60531432
145,232,1.581771229
676,232,1.56417004
554,232,1.550410385
539,232,1.541341738
957,232,1.535013172
771,232,1.524044148
673,232,1.505506529
532,232,1.504801709
21,232,1.459130509
990,232,1.452083279
525,232,1.446200584
589,232,1.416473309
871,232,1.410824741
529,232,1.382220059
405,232,1.377222981
735,232,1.35565307
526,232,1.344086402
603,232,1.29461484
146,232,1.294210704
540,232,1.259129125
749,232,1.220790899
659,232,1.21795909
85,232,1.211039992
1026,232,1.191160241
316,232,1.190675767
875,232,1.186437115
772,232,1.167812133
767,232,1.149873816
372,232,1.123979862
501,232,1.114585776
769,232,1.112850307
1119,232,1.110809747
415,232,1.10805038
84,232,1.051741652
1086,232,1.041000704
219,232,1.000004681
520,408,4.95336629
41,408,4.906034501
413,408,4.702244708
250,408,4.646347705
31,408,4.639034254
251,408,4.608151883
410,408,4.581065148
438,408,4.580606248
1058,408,4.447002595
631,408,4.350132944
409,408,4.348097789
554,408,4.337904438
706,408,4.228342469
211,408,4.225677658
1041,408,4.172031301
261,408,4.154129865
411,408,4.120764957
1042,408,4.107205055
249,408,4.090249364
414,408,4.083974009
701,408,4.066967297
760,408,4.034935489
521,408,4.034716237
555,408,3.95795156
263,408,3.91526651
39,408,3.722287176
335,408,3.656652112
557,408,3.639359204
635,408,3.630124545
1043,408,3.62246627
556,408,3.603717361
210,408,3.577010252
919,408,3.511581309
632,408,3.472419177
1016,408,3.433029992
333,408,3.410155297
253,408,3.265379817
34,408,3.215126544
634,408,3.131440192
40,408,3.086900657
1000,408,3.065470986
209,408,3.00350268
274,408,2.921340356
189,408,2.868182709
519,408,2.78297328
921,408,2.740080044
702,408,2.673497787
336,408,2.671115419
254,408,2.664312407
487,408,2.640694555
636,408,2.519884829
558,408,2.502114969
989,408,2.442681237
255,408,2.438338654
920,408,2.38391088
918,408,2.299529638
832,408,2.143171285
334,408,2.118169387
264,408,2.061521015
132,408,2.053251331
32,408,2.022948162
563,408,2.019597369
1096,408,1.940651523
705,408,1.763512187
85,408,1.755248403
252,408,1.742887467
265,408,1.621919928
277,408,1.619611539
844,408,1.58116806
247,408,1.537497033
262,408,1.501011592
917,408,1.493631565
633,408,1.464929951
337,408,1.458616129
23,408,1.281236593
18,408,1.208677822
518,408,1.200219923
208,408,1.179345363
246,408,1.026191021
696,805,4.998309839
220,805,4.986214779
719,805,4.985421158
279,805,4.975832714
125,805,4.974001794
130,805,4.947161247
92,805,4.923251225
1095,805,4.889651389
355,805,4.882512
739,805,4.882301284
680,805,4.876936909
380,805,4.864542009
482,805,4.835688415
782,805,4.832258941
1072,805,4.81412869
688,805,4.788911368
903,805,4.742458064
721,805,4.737957182
121,805,4.674627085
930,805,4.665569302
1107,805,4.654588528
707,805,4.648071065
182,805,4.636929193
1005,805,4.616243858
1011,805,4.603155087
670,805,4.578992858
934,805,4.559118243
785,805,4.542320773
650,805,4.529491874
1007,805,4.515785928
929,805,4.514998505
765,805,4.489696776
844,805,4.471034036
641,805,4.466566455
459,805,4.462175146
608,805,4.452022141
1106,805,4.447295661
611,805,4.447129756
1108,805,4.43874551
1103,805,4.429850213
904,805,4.42253737
609,805,4.418942664
1009,805,4.418335638
1074,805,4.415829193
129,805,4.415402001
18,805,4.404465283
649,805,4.397628401
257,805,4.391598607
726,805,4.35575214
640,805,4.331946832
1134,805,4.313692382
937,805,4.233869584
179,805,4.232532151
724,805,4.219731558
295,805,4.213979659
881,805,4.204642641
124,805,4.203562187
6,805,4.201225351
948,805,4.196193777
553,805,4.169138593
1112,805,4.167985438
728,805,4.151779385
638,805,4.145696003
448,805,4.1413833
117,805,4.130651089
221,805,4.117808042
600,805,4.095506455
882,805,4.095347427
731,805,4.081561833
716,805,4.057278763
715,805,4.053036234
776,805,4.046371465
181,805,4.035922573
423,805,4.028924943
952,805,4.022001718
751,805,4.015239173
281,805,4.007123466
923,805,4.001994827
241,805,3.967244189
356,805,3.947936353
210,805,3.940018979
1087,805,3.933517928
458,805,3.925247825
606,805,3.912766681
681,805,3.88061393
931,805,3.875150476
444,805,3.868528545
1110,805,3.855379114
1104,805,3.847559946
384,805,3.820429701
417,805,3.819198159
998,805,3.81401986
645,805,3.813784105
428,805,3.786811301
671,805,3.769643701
382,805,3.758906393
353,805,3.74712986
118,805,3.700174573
214,805,3.689632308
911,805,3.660427962
211,805,3.651413432
274,805,3.645841348
936,805,3.637108753
503,805,3.603240943
209,805,3.597178714
639,805,3.586204846
114,805,3.585951996
229,805,3.576390517
612,805,3.571828805
225,805,3.52594839
1077,805,3.485344167
947,805,3.459748042
607,805,3.456063528
479,805,3.407193946
684,805,3.403467935
924,805,3.402417322
93,805,3.394699913
439,805,3.387720231
1111,805,3.367146345
33,805,3.35916367
699,805,3.33732647
714,805,3.321033374
367,805,3.285118362
122,805,3.236367971
667,805,3.188812603
938,805,3.095476028
278,805,3.083648694
668,805,3.073754984
273,805,3.050698446
497,805,2.993749845
364,805,2.985401958
689,805,2.967713642
712,805,2.926723529
690,805,2.912545447
1105,805,2.911737611
116,805,2.887849778
722,805,2.88081398
259,805,2.81817217
418,805,2.79305182
16,805,2.765552101
610,805,2.761597302
275,805,2.759887221
727,805,2.757434344
120,805,2.755931113
127,805,2.693071308
126,805,2.682126156
481,805,2.681510666
651,805,2.674097548
224,805,2.66254476
783,805,2.66009953
694,805,2.654189006
368,805,2.649098469
927,805,2.636092554
697,805,2.624214404
729,805,2.622581319
467,805,2.616054769
379,805,2.596249758
297,805,2.593650419
905,805,2.555146478
1016,805,2.552846135
131,805,2.549912256
951,805,2.538995277
466,805,2.535297315
695,805,2.525808937
779,805,2.506893488
460,805,2.484447195
150,805,2.478249881
465,805,2.478194181
778,805,2.471751706
705,805,2.431580755
648,805,2.417819195
926,805,2.409725098
685,805,2.400997276
713,805,2.396324231
682,805,2.361894115
449,805,2.358595153
1010,805,2.350774146
1,805,2.312056576
706,805,2.309749104
3,805,2.267506412
910,805,2.2535471
642,805,2.241726037
777,805,2.23736811
647,805,2.217264905
1076,805,2.178072297
15,805,2.16374504
360,805,2.122372598
462,805,2.091341636
687,805,2.079622497
280,805,2.073104715
282,805,2.063102845
447,805,2.061366488
693,805,2.029945486
700,805,2.02883868
260,805,2.002040117
644,805,2.000952938
950,805,1.981708868
932,805,1.960583225
1128,805,1.945836548
946,805,1.941300899
1017,805,1.931466311
216,805,1.909167205
480,805,1.90517072
698,805,1.888850992
429,805,1.885740626
445,805,1.879608981
683,805,1.862695908
766,805,1.838655543
461,805,1.837459413
464,805,1.834998474
1082,805,1.83197955
993,805,1.830059942
351,805,1.818251974
730,805,1.778309155
723,805,1.71699544
949,805,1.712064806
1008,805,1.672357713
621,805,1.670027817
215,805,1.665070739
180,805,1.664711688
933,805,1.658184061
223,805,1.65124591
446,805,1.640071055
691,805,1.634621639
422,805,1.630141542
115,805,1.619878665
997,805,1.614523104
567,805,1.574673565
692,805,1.57209953
231,805,1.560739275
128,805,1.555553541
91,805,1.551103071
504,805,1.538063564
222,805,1.522572737
344,805,1.486845491
784,805,1.481156895
258,805,1.442088155
499,805,1.43800624
350,805,1.423449894
271,805,1.415395054
720,805,1.413176627
666,805,1.393022369
605,805,1.371056428
493,805,1.361495784
441,805,1.332911891
780,805,1.326449559
276,805,1.31407293
1004,805,1.25263165
646,805,1.214845585
916,805,1.203291345
198,805,1.174869818
1075,805,1.15815388
498,805,1.154779955
94,805,1.129482283
1073,805,1.11762378
935,805,1.104996824
637,805,1.10081882
485,805,1.100369101
165,805,1.10018671
781,805,1.099524038
1114,805,1.089632094
1113,805,1.08811458
383,805,1.087867369
354,805,1.072106294
502,805,1.064840801
643,805,1.038161698
463,805,1.0268232
725,805,1.023113249
385,805,1.019812128
925,805,1.014383039
483,805,1.014341123
208,805,1.000730757
681,1006,4.994422926
490,1006,4.991375731
489,1006,4.961351704
488,1006,4.929525426
233,1006,4.894451307
1091,1006,4.889919128
625,1006,4.884030718
178,1006,4.868978152
993,1006,4.848608426
482,1006,4.845622839
1083,1006,4.832508261
980,1006,4.830745237
248,1006,4.826531987
1057,1006,4.817034704
546,1006,4.803929286
822,1006,4.802601916
132,1006,4.776088162
823,1006,4.772885195
133,1006,4.760623113
1120,1006,4.756709291
68,1006,4.741941436
1115,1006,4.732485573
401,1006,4.730653421
154,1006,4.720656772
1102,1006,4.698913463
45,1006,4.696177366
403,1006,4.683216977
635,1006,4.645013069
1134,1006,4.632082489
717,1006,4.631180189
711,1006,4.630221771
1011,1006,4.619032971
507,1006,4.615379783
565,1006,4.595012348
428,1006,4.558939465
96,1006,4.5555808
271,1006,4.546828171
979,1006,4.54078661
446,1006,4.531195877
1032,1006,4.516628922
435,1006,4.498827338
736,1006,4.430971796
462,1006,4.423135575
1005,1006,4.420979097
824,1006,4.407649346
1033,1006,4.402980334
1021,1006,4.399872214
465,1006,4.386746986
1020,1006,4.37765053
515,1006,4.375647451
936,1006,4.331799558
916,1006,4.31065272
1112,1006,4.305672893
706,1006,4.303870913
939,1006,4.284325754
417,1006,4.267069051
176,1006,4.250778659
687,1006,4.248768269
1023,1006,4.242835414
152,1006,4.231439124
1001,1006,4.209350534
956,1006,4.201584204
12,1006,4.166350004
136,1006,4.163560578
402,1006,4.130542591
156,1006,4.106806339
1111,1006,4.104812753
492,1006,4.084818048
680,1006,4.064303011
396,1006,4.059694419
511,1006,4.051813396
69,1006,4.041871884
72,1006,4.028482874
289,1006,4.023731528
1059,1006,4.011492573
818,1006,4.007013881
927,1006,3.996286492
4,1006,3.985946337
491,1006,3.979502777
981,1006,3.970677335
878,1006,3.97031104
1121,1006,3.968014541
449,1006,3.96772188
827,1006,3.961260012
186,1006,3.945738355
138,1006,3.885916012
924,1006,3.885793818
397,1006,3.825982603
151,1006,3.815973189
640,1006,3.805882451
1024,1006,3.799215328
312,1006,3.79713353
669,1006,3.796977672
1046,1006,3.794891691
400,1006,3.754191828
642,1006,3.737255347
458,1006,3.736933732
437,1006,3.729525224
760,1006,3.68376306
398,1006,3.675094183
628,1006,3.666298082
986,1006,3.656089416
938,1006,3.636741718
245,1006,3.630891237
291,1006,3.624236439
747,1006,3.596909034
1130,1006,3.573835875
944,1006,3.533509505
181,1006,3.516173777
1029,1006,3.514792649
142,1006,3.514327165
134,1006,3.508827333
47,1006,3.502641305
811,1006,3.480974752
464,1006,3.464172606
632,1006,3.426227849
1066,1006,3.411171662
911,1006,3.410322505
1079,1006,3.402822154
44,1006,3.397241031
183,1006,3.394694777
1137,1006,3.37988646
705,1006,3.365938005
1030,1006,3.361681045
1035,1006,3.346072852
821,1006,3.337998681
48,1006,3.324742904
627,1006,3.3236643
683,1006,3.295124036
418,1006,3.244336672
982,1006,3.237543389
820,1006,3.237036535
180,1006,3.235368788
983,1006,3.231218001
1040,1006,3.228415927
358,1006,3.215306714
512,1006,3.212767152
309,1006,3.210878429
447,1006,3.207904955
297,1006,3.200942852
926,1006,3.200609616
970,1006,3.19221112
46,1006,3.17704943
987,1006,3.162985758
243,1006,3.15713383
1039,1006,3.102282506
1064,1006,3.098722333
710,1006,3.097429639
187,1006,3.067797406
685,1006,3.054227353
480,1006,3.033927758
109,1006,3.031507228
1136,1006,3.009910767
615,1006,3.006461259
604,1006,3.005972955
70,1006,3.000640873
479,1006,2.990225014
876,1006,2.950651123
399,1006,2.931008887
226,1006,2.930110568
1008,1006,2.926557748
135,1006,2.920872936
424,1006,2.918505729
548,1006,2.894903956
965,1006,2.892266594
158,1006,2.892179628
510,1006,2.889399726
641,1006,2.846154196
839,1006,2.837963385
819,1006,2.834987686
638,1006,2.834628733
22,1006,2.803162874
359,1006,2.789685675
684,1006,2.779668064
643,1006,2.749928222
159,1006,2.744636327
19,1006,2.739482863
1031,1006,2.738700052
157,1006,2.72367596
5,1006,2.710492597
1089,1006,2.704913579
915,1006,2.663021063
812,1006,2.612365284
155,1006,2.602351987
1138,1006,2.587526184
448,1006,2.562013333
1078,1006,2.53371274
311,1006,2.531345586
825,1006,2.525868215
445,1006,2.523585694
139,1006,2.514427636
228,1006,2.462693803
137,1006,2.43367469
466,1006,2.422510184
637,1006,2.41000057
943,1006,2.398243378
459,1006,2.380515954
846,1006,2.373656125
682,1006,2.373410734
1082,1006,2.349434002
123,1006,2.319984265
440,1006,2.300898966
599,1006,2.291042824
207,1006,2.248996471
817,1006,2.234075492
461,1006,2.228125552
843,1006,2.225200288
1003,1006,2.224861081
274,1006,2.22253449
184,1006,2.18895109
992,1006,2.182661935
182,1006,2.160650554
954,1006,2.127695524
616,1006,2.126596131
329,1006,2.120914257
188,1006,2.104699328
1022,1006,2.099509199
630,1006,2.096011162
310,1006,2.089104557
576,1006,2.081014598
564,1006,2.069434729
639,1006,2.053000822
1128,1006,2.040022275
775,1006,2.028183622
213,1006,2.017048255
718,1006,2.003012011
1109,1006,1.98342162
988,1006,1.921833983
934,1006,1.914558482
877,1006,1.902030097
1009,1006,1.89033097
1117,1006,1.885694633
937,1006,1.868126218
49,1006,1.844136473
844,1006,1.839755523
71,1006,1.835273856
427,1006,1.812490422
292,1006,1.795009495
21,1006,1.786914522
1135,1006,1.766150503
185,1006,1.759850796
234,1006,1.741377621
1019,1006,1.722908863
933,1006,1.710815402
621,1006,1.692072384
955,1006,1.691380286
444,1006,1.665076732
460,1006,1.632843392
908,1006,1.626219498
575,1006,1.617254821
935,1006,1.612289916
293,1006,1.568240808
984,1006,1.562581155
97,1006,1.556655048
657,1006,1.555099524
651,1006,1.525781423
1012,1006,1.51946434
1110,1006,1.502085609
177,1006,1.476221871
463,1006,1.469910322
1007,1006,1.450722547
826,1006,1.448632191
227,1006,1.443271864
1002,1006,1.436449681
493,1006,1.431810643
230,1006,1.419455497
573,1006,1.405291994
566,1006,1.397805497
100,1006,1.381887749
1004,1006,1.375654472
50,1006,1.347067286
481,1006,1.34421787
225,1006,1.318356859
942,1006,1.306805988
1010,1006,1.303157923
945,1006,1.294608435
925,1006,1.28885777
73,1006,1.28303682
160,1006,1.278795445
1034,1006,1.278716842
574,1006,1.263076941
1071,1006,1.247825961
547,1006,1.215080166
483,1006,1.19964132
1113,1006,1.194751394
991,1006,1.187052833
629,1006,1.158891222
95,1006,1.153127401
923,1006,1.136308366
43,1006,1.130462672
761,1006,1.116587017
513,1006,1.101504945
1013,1006,1.015169389
272,1006,1.008025417
